"Study","XML_FileName","rwlFile","status","error","nSeries","nCells","firstYear","lastYear","precision","nGaps","nGapCells","nRenamed","events","nWarnings","warnings"
"AUSL045","noaa-tree-22072.xml","./data_files/treering/measurements/australia/ausl045.rwl","ok",NA,50,22895,954,2011,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/australia/ausl045.rwl, 1 data line(s) contain a tab character. The Tucson format is fixed-width, so a tab has no defined width. These lines were expanded to the standard 8-column tab stops, which puts the measurements back onto the format's 6-character columns; if the file was written against different tab stops, the columns will be wrong. First one: mrr08nw<tab>1840   425   392   402   462   426   374   470   443    69   102"
"AUSL046","noaa-tree-22073.xml","./data_files/treering/measurements/australia/ausl046c.rwl","ok",NA,18,4011,1691,2009,NA,NA,NA,NA,"",0,""
"AUSL047","noaa-tree-22112.xml","./data_files/treering/measurements/australia/ausl047.rwl","ok",NA,32,7626,1708,2011,NA,NA,NA,NA,"",0,""
"AUSL048","noaa-tree-22113.xml","./data_files/treering/measurements/australia/ausl048.rwl","ok",NA,163,32751,1412,2009,NA,NA,NA,NA,"",0,""
"AUST113","noaa-tree-22114.xml","./data_files/treering/measurements/europe/aust113.rwl","ok",NA,272,30223,1748,2011,NA,NA,NA,NA,"",0,""
"AZ565","noaa-tree-22115.xml","./data_files/treering/measurements/northamerica/usa/az565.rwl","ok",NA,62,12237,1598,2008,NA,NA,NA,NA,"",0,""
"AZ566","noaa-tree-22116.xml","./data_files/treering/measurements/northamerica/usa/az566.rwl","ok",NA,111,16090,1698,2009,NA,NA,NA,NA,"",0,""
"AZ567","noaa-tree-22117.xml","./data_files/treering/measurements/northamerica/usa/az567.rwl","ok",NA,20,2414,1837,2009,NA,NA,NA,NA,"",0,""
"AZ568","noaa-tree-22118.xml","./data_files/treering/measurements/northamerica/usa/az568.rwl","ok",NA,112,26146,1565,2008,NA,NA,NA,NA,"",0,""
"AZ569","noaa-tree-22119.xml","./data_files/treering/measurements/northamerica/usa/az569.rwl","ok",NA,25,5247,1656,2008,NA,NA,NA,NA,"",0,""
"AZ570","noaa-tree-22122.xml","./data_files/treering/measurements/northamerica/usa/az570.rwl","ok",NA,120,28585,1,1990,NA,NA,NA,NA,"",0,""
"AZ571","noaa-tree-22123.xml","./data_files/treering/measurements/northamerica/usa/az571.rwl","ok",NA,82,12281,1652,2008,NA,NA,NA,NA,"",0,""
"AZ572","noaa-tree-22124.xml","./data_files/treering/measurements/northamerica/usa/az572.rwl","ok",NA,65,15384,570,1987,NA,NA,NA,NA,"",0,""
"AZ573","noaa-tree-22125.xml","./data_files/treering/measurements/northamerica/usa/az573.rwl","ok",NA,74,8384,1628,2008,NA,NA,NA,NA,"",0,""
"AZ574","noaa-tree-22126.xml","./data_files/treering/measurements/northamerica/usa/az574.rwl","ok",NA,102,19402,1490,2008,NA,NA,NA,NA,"",0,""
"AZ575","noaa-tree-22127.xml","./data_files/treering/measurements/northamerica/usa/az575.rwl","ok",NA,32,3654,1815,2008,NA,NA,NA,NA,"",0,""
"AZ578","noaa-tree-22128.xml","./data_files/treering/measurements/northamerica/usa/az578.rwl","ok",NA,211,59177,500,1983,NA,NA,NA,NA,"",0,""
"AZ579","noaa-tree-22129.xml","./data_files/treering/measurements/northamerica/usa/az579.rwl","ok",NA,67,10398,1626,2008,NA,NA,NA,NA,"",0,""
"AZ580","noaa-tree-22130.xml","./data_files/treering/measurements/northamerica/usa/az580.rwl","ok",NA,56,9212,1608,2010,NA,NA,NA,NA,"",0,""
"AZ581","noaa-tree-22131.xml","./data_files/treering/measurements/northamerica/usa/az581.rwl","ok",NA,78,14447,1605,2008,NA,NA,NA,NA,"",0,""
"AZ582","noaa-tree-22132.xml","./data_files/treering/measurements/northamerica/usa/az582.rwl","ok",NA,32,2816,1797,2008,NA,NA,NA,NA,"",0,""
"AZ583","noaa-tree-22133.xml","./data_files/treering/measurements/northamerica/usa/az583.rwl","ok",NA,89,18298,1618,2010,NA,NA,NA,NA,"",0,""
"AZ585","noaa-tree-22134.xml","./data_files/treering/measurements/northamerica/usa/az585.rwl","ok",NA,139,24261,1576,2010,NA,NA,NA,NA,"",0,""
"AZ584","noaa-tree-22135.xml","./data_files/treering/measurements/northamerica/usa/az584.rwl","ok",NA,62,17473,1150,1998,NA,NA,NA,NA,"",0,""
"AZ586","noaa-tree-22136.xml","./data_files/treering/measurements/northamerica/usa/az586.rwl","ok",NA,78,15026,1591,2008,NA,NA,NA,NA,"",0,""
"AZ587","noaa-tree-22151.xml","./data_files/treering/measurements/northamerica/usa/az587.rwl","ok",NA,94,24762,1536,2009,NA,NA,NA,NA,"",0,""
"AZ588","noaa-tree-22152.xml","./data_files/treering/measurements/northamerica/usa/az588.rwl","ok",NA,104,14131,1630,2009,NA,NA,NA,NA,"",0,""
"AZ589","noaa-tree-22153.xml","./data_files/treering/measurements/northamerica/usa/az589.rwl","ok",NA,342,97071,340,2008,NA,NA,NA,NA,"",0,""
"AZ590","noaa-tree-22154.xml","./data_files/treering/measurements/northamerica/usa/az590.rwl","ok",NA,44,10459,1458,2008,NA,NA,NA,NA,"",0,""
"AZ591","noaa-tree-22155.xml","./data_files/treering/measurements/northamerica/usa/az591.rwl","ok",NA,131,24314,1645,2010,NA,NA,NA,NA,"",0,""
"AZ592","noaa-tree-22156.xml","./data_files/treering/measurements/northamerica/usa/az592.rwl","ok",NA,95,25030,1528,2010,NA,NA,NA,NA,"",0,""
"AZ593","noaa-tree-22157.xml","./data_files/treering/measurements/northamerica/usa/az593.rwl","ok",NA,109,31153,1464,2008,NA,NA,NA,NA,"",0,""
"AZ594","noaa-tree-22158.xml","./data_files/treering/measurements/northamerica/usa/az594.rwl","ok",NA,112,29117,1249,2001,NA,NA,NA,NA,"",0,""
"BLR001","noaa-tree-22159.xml","./data_files/treering/measurements/europe/blr001.rwl","ok",NA,25,4424,778,1326,NA,NA,NA,NA,"",0,""
"CANA554","noaa-tree-22160.xml","./data_files/treering/measurements/northamerica/canada/cana554.rwl","ok",NA,20,1667,1922,2010,NA,NA,NA,NA,"",0,""
"CANA555","noaa-tree-22170.xml","./data_files/treering/measurements/northamerica/canada/cana555.rwl","ok",NA,20,1565,1921,2011,NA,NA,NA,NA,"",0,""
"CANA556","noaa-tree-22171.xml","./data_files/treering/measurements/northamerica/canada/cana556.rwl","ok",NA,19,1682,1912,2010,NA,NA,NA,NA,"",0,""
"CHIN075","noaa-tree-22172.xml","./data_files/treering/measurements/asia/chin075.rwl","ok",NA,50,13190,1498,2013,NA,NA,NA,NA,"",0,""
"CO653","noaa-tree-22173.xml","./data_files/treering/measurements/northamerica/usa/co653.rwl","ok",NA,75,18305,1566,2008,NA,NA,NA,NA,"",0,""
"CO654","noaa-tree-22174.xml","./data_files/treering/measurements/northamerica/usa/co654.rwl","ok",NA,54,8735,1661,2008,NA,NA,NA,NA,"",0,""
"ITAL046","noaa-tree-22191.xml","./data_files/treering/measurements/europe/ital046.rwl","ok",NA,104,10092,1785,2013,NA,NA,NA,NA,"",0,""
"ITAL047","noaa-tree-22192.xml","./data_files/treering/measurements/europe/ital047.rwl","ok",NA,54,3439,1893,2013,NA,NA,NA,NA,"",0,""
"ITAL048","noaa-tree-22195.xml","./data_files/treering/measurements/europe/ital048.rwl","ok",NA,76,5534,1820,2014,NA,NA,NA,NA,"",0,""
"ITAL049","noaa-tree-22196.xml","./data_files/treering/measurements/europe/ital049.rwl","ok",NA,52,4606,1885,2014,NA,NA,NA,NA,"",0,""
"KS013","noaa-tree-22197.xml","./data_files/treering/measurements/northamerica/usa/ks013.rwl","ok",NA,70,10428,1353,2008,NA,NA,NA,NA,"",2,"In ./data_files/treering/measurements/northamerica/usa/ks013.rwl, series cbk401 is entered as 2 separately terminated records that share no year: 1756-1878, 1887-2005. They have been read as one series with a 8-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/ks013.rwl, series cbk421 is entered as 2 separately terminated records that share no year: 1852-1929, 1937-2005. They have been read as one series with a 7-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"LITH025","noaa-tree-22279.xml","./data_files/treering/measurements/europe/lith025.rwl","ok",NA,26,3411,1838,1994,NA,NA,NA,NA,"",0,""
"LITH026","noaa-tree-22280.xml","./data_files/treering/measurements/europe/lith026.rwl","ok",NA,15,2011,1803,1971,NA,NA,NA,NA,"",0,""
"LITH027","noaa-tree-22281.xml","./data_files/treering/measurements/europe/lith027.rwl","ok",NA,15,1990,1809,1974,NA,NA,NA,NA,"",0,""
"LITH028","noaa-tree-22290.xml","./data_files/treering/measurements/europe/lith028.rwl","ok",NA,29,2992,1852,1971,NA,NA,NA,NA,"",0,""
"LITH029","noaa-tree-22291.xml","./data_files/treering/measurements/europe/lith029.rwl","ok",NA,35,5741,1800,1994,NA,NA,NA,NA,"",0,""
"LITH030","noaa-tree-22292.xml","./data_files/treering/measurements/europe/lith030.rwl","ok",NA,15,2074,1800,1971,NA,NA,NA,NA,"",0,""
"LITH031","noaa-tree-22294.xml","./data_files/treering/measurements/europe/lith031.rwl","ok",NA,15,1886,1819,1971,NA,NA,NA,NA,"",0,""
"LITH032","noaa-tree-22295.xml","./data_files/treering/measurements/europe/lith032.rwl","ok",NA,74,10365,1815,1994,NA,NA,NA,NA,"",0,""
"LITH033","noaa-tree-22296.xml","./data_files/treering/measurements/europe/lith033.rwl","ok",NA,15,1748,1833,1971,NA,NA,NA,NA,"",0,""
"LITH034","noaa-tree-22297.xml","./data_files/treering/measurements/europe/lith034.rwl","ok",NA,15,1532,1840,1971,NA,NA,NA,NA,"",0,""
"LITH035","noaa-tree-22298.xml","./data_files/treering/measurements/europe/lith035.rwl","ok",NA,42,5393,1749,1969,NA,NA,NA,NA,"",0,""
"LITH036","noaa-tree-22299.xml","./data_files/treering/measurements/europe/lith036.rwl","ok",NA,15,1745,1837,1972,NA,NA,NA,NA,"",0,""
"LITH037","noaa-tree-22300.xml","./data_files/treering/measurements/europe/lith037.rwl","ok",NA,24,2867,1821,1997,NA,NA,NA,NA,"",0,""
"LITH038","noaa-tree-22301.xml","./data_files/treering/measurements/europe/lith038.rwl","ok",NA,15,1686,1841,1971,NA,NA,NA,NA,"",0,""
"LITH039","noaa-tree-22302.xml","./data_files/treering/measurements/europe/lith039.rwl","ok",NA,16,1851,1827,1971,NA,NA,NA,NA,"",0,""
"LITH040","noaa-tree-22303.xml","./data_files/treering/measurements/europe/lith040.rwl","ok",NA,15,1319,1851,1972,NA,NA,NA,NA,"",0,""
"LITH041","noaa-tree-22305.xml","./data_files/treering/measurements/europe/lith041.rwl","ok",NA,12,1823,1823,1994,NA,NA,NA,NA,"",0,""
"LITH042","noaa-tree-22306.xml","./data_files/treering/measurements/europe/lith042.rwl","ok",NA,13,2072,1731,1972,NA,NA,NA,NA,"",0,""
"LITH043","noaa-tree-22307.xml","./data_files/treering/measurements/europe/lith043.rwl","ok",NA,10,1113,1862,1996,NA,NA,NA,NA,"",0,""
"LITH044","noaa-tree-22308.xml","./data_files/treering/measurements/europe/lith044.rwl","ok",NA,35,3974,1834,1994,NA,NA,NA,NA,"",0,""
"LITH045","noaa-tree-22309.xml","./data_files/treering/measurements/europe/lith045.rwl","ok",NA,15,1913,1812,1971,NA,NA,NA,NA,"",0,""
"ME037","noaa-tree-22310.xml","./data_files/treering/measurements/northamerica/usa/me037.rwl","ok",NA,50,5186,1804,2014,NA,NA,NA,NA,"",0,""
"MO077","noaa-tree-22311.xml","./data_files/treering/measurements/northamerica/usa/mo077.rwl","ok",NA,264,36819,912,2008,NA,NA,NA,NA,"",0,""
"MS003","noaa-tree-22312.xml","./data_files/treering/measurements/northamerica/usa/ms003.rwl","ok",NA,55,16724,1238,2010,NA,NA,NA,NA,"",0,""
"NC026","noaa-tree-22313.xml","./data_files/treering/measurements/northamerica/usa/nc026.rwl","ok",NA,155,69550,365,2010,NA,NA,NA,NA,"",0,""
"NM590","noaa-tree-22316.xml","./data_files/treering/measurements/northamerica/usa/nm590.rwl","ok",NA,149,37303,1304,2008,NA,NA,NA,NA,"",0,""
"NM591","noaa-tree-22317.xml","./data_files/treering/measurements/northamerica/usa/nm591.rwl","ok",NA,94,22479,1493,2008,NA,NA,NA,NA,"",0,""
"NM592","noaa-tree-22318.xml","./data_files/treering/measurements/northamerica/usa/nm592.rwl","ok",NA,63,13349,1610,2008,NA,NA,NA,NA,"",0,""
"NM593","noaa-tree-22319.xml","./data_files/treering/measurements/northamerica/usa/nm593.rwl","ok",NA,70,19162,1295,2008,NA,NA,NA,NA,"",0,""
"NM594","noaa-tree-22320.xml","./data_files/treering/measurements/northamerica/usa/nm594.rwl","ok",NA,43,6318,1801,2009,NA,NA,NA,NA,"",0,""
"NM595","noaa-tree-22321.xml","./data_files/treering/measurements/northamerica/usa/nm595.rwl","ok",NA,86,15238,1306,2008,NA,NA,NA,NA,"",0,""
"NM596","noaa-tree-22322.xml","./data_files/treering/measurements/northamerica/usa/nm596.rwl","ok",NA,56,12254,1591,2009,NA,NA,NA,NA,"",0,""
"NM597","noaa-tree-22323.xml","./data_files/treering/measurements/northamerica/usa/nm597.rwl","ok",NA,85,18884,623,1989,NA,NA,NA,NA,"",0,""
"NM598","noaa-tree-22324.xml","./data_files/treering/measurements/northamerica/usa/nm598.rwl","ok",NA,240,38549,598,1989,NA,NA,NA,NA,"",0,""
"NM599","noaa-tree-22325.xml","./data_files/treering/measurements/northamerica/usa/nm599.rwl","ok",NA,44,7422,1665,2009,NA,NA,NA,NA,"",0,""
"NM600","noaa-tree-22326.xml","./data_files/treering/measurements/northamerica/usa/nm600.rwl","ok",NA,149,44236,622,2008,NA,NA,NA,NA,"",0,""
"NM601","noaa-tree-22327.xml","./data_files/treering/measurements/northamerica/usa/nm601.rwl","ok",NA,70,11589,1597,2009,NA,NA,NA,NA,"",0,""
"NM602","noaa-tree-22329.xml","./data_files/treering/measurements/northamerica/usa/nm602.rwl","ok",NA,66,13631,1643,2009,NA,NA,NA,NA,"",0,""
"NM603","noaa-tree-22330.xml","./data_files/treering/measurements/northamerica/usa/nm603.rwl","ok",NA,139,36038,532,1988,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/northamerica/usa/nm603.rwl, series 905203 is entered as 2 separately terminated records that share no year: 696-768, 1120-1196. They have been read as one series with a 351-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"NM604","noaa-tree-22331.xml","./data_files/treering/measurements/northamerica/usa/nm604.rwl","ok",NA,62,10875,1104,1989,NA,NA,NA,NA,"",0,""
"NM605","noaa-tree-22332.xml","./data_files/treering/measurements/northamerica/usa/nm605.rwl","ok",NA,72,15116,1541,2008,NA,NA,NA,NA,"",0,""
"NM606","noaa-tree-22333.xml","./data_files/treering/measurements/northamerica/usa/nm606.rwl","ok",NA,83,33712,785,1995,NA,NA,NA,NA,"",0,""
"NM607","noaa-tree-22334.xml","./data_files/treering/measurements/northamerica/usa/nm607.rwl","ok",NA,126,21492,878,1989,NA,NA,NA,NA,"",0,""
"NM608","noaa-tree-22335.xml","./data_files/treering/measurements/northamerica/usa/nm608.rwl","ok",NA,108,30855,1313,2008,NA,NA,NA,NA,"",0,""
"NM609","noaa-tree-22336.xml","./data_files/treering/measurements/northamerica/usa/nm609.rwl","ok",NA,87,18380,1627,2008,NA,NA,NA,NA,"",0,""
"AUSL049","noaa-tree-22337.xml","./data_files/treering/measurements/australia/ausl049.rwl","ok",NA,85,23280,1376,2004,NA,NA,NA,NA,"",0,""
"NM610","noaa-tree-22338.xml","./data_files/treering/measurements/northamerica/usa/nm610.rwl","ok",NA,86,17478,1595,2008,NA,NA,NA,NA,"",0,""
"NM611","noaa-tree-22339.xml","./data_files/treering/measurements/northamerica/usa/nm611.rwl","ok",NA,41,6692,1669,2008,NA,NA,NA,NA,"",0,""
"NM612","noaa-tree-22340.xml","./data_files/treering/measurements/northamerica/usa/nm612.rwl","ok",NA,56,11501,1597,2008,NA,NA,NA,NA,"",0,""
"NM613","noaa-tree-22341.xml","./data_files/treering/measurements/northamerica/usa/nm613.rwl","ok",NA,119,21298,680,1986,NA,NA,NA,NA,"",0,""
"NM614","noaa-tree-22342.xml","./data_files/treering/measurements/northamerica/usa/nm614.rwl","ok",NA,103,19760,435,1986,NA,NA,NA,NA,"",0,""
"NM615","noaa-tree-22343.xml","./data_files/treering/measurements/northamerica/usa/nm615.rwl","ok",NA,268,102616,0,2004,NA,NA,NA,NA,"",0,""
"NM616","noaa-tree-22344.xml","./data_files/treering/measurements/northamerica/usa/nm616.rwl","ok",NA,73,13158,1616,2008,NA,NA,NA,NA,"",0,""
"NM617","noaa-tree-22345.xml","./data_files/treering/measurements/northamerica/usa/nm617.rwl","ok",NA,62,12255,1655,2008,NA,NA,NA,NA,"",0,""
"NY048","noaa-tree-22346.xml","./data_files/treering/measurements/northamerica/usa/ny048.rwl","ok",NA,40,2773,1921,2011,NA,NA,NA,NA,"",0,""
"OK045","noaa-tree-22348.xml","./data_files/treering/measurements/northamerica/usa/ok045.rwl","ok",NA,113,26640,1305,2005,NA,NA,NA,NA,"",0,""
"OK046","noaa-tree-22349.xml","./data_files/treering/measurements/northamerica/usa/ok046.rwl","ok",NA,78,15915,1406,2007,NA,NA,NA,NA,"",0,""
"OK047","noaa-tree-22350.xml","./data_files/treering/measurements/northamerica/usa/ok047.rwl","ok",NA,99,18442,1686,2005,NA,NA,NA,NA,"",0,""
"SC007","noaa-tree-22351.xml","./data_files/treering/measurements/northamerica/usa/sc007.rwl","ok",NA,94,23299,1101,2010,NA,NA,NA,NA,"",0,""
"TURK048","noaa-tree-22352.xml","./data_files/treering/measurements/europe/turk048.rwl","ok",NA,45,13217,1498,2007,NA,NA,NA,NA,"",0,""
"TURK049","noaa-tree-22354.xml","./data_files/treering/measurements/europe/turk049.rwl","ok",NA,20,4109,1752,2009,NA,NA,NA,NA,"",0,""
"TURK050","noaa-tree-22355.xml","./data_files/treering/measurements/europe/turk050.rwl","ok",NA,25,4815,1721,2008,NA,NA,NA,NA,"",0,""
